Transaction_ID,Date,Month,Month_Name,Quarter,State,Platform,Category,Age_Group,Gender,Customer_Segment,Device_Type,Payment_Method,Delivery_Option,Order_Value_NGN,Quantity,Total_Value_NGN,Discount_Pct,Discount_Amount_NGN,Final_Value_NGN,Delivery_Days,Customer_Satisfaction,Repeat_Purchase_Likelihood,Returned,Platform_Rating
NM-10518,2023-09-17,9,Sep,Q3,Abuja,Amazon Nigeria,Health & Beauty,35-44,Male,Retiree,Tablet,Transfer,Next Day,13398.46,1,13398.46,15,2009.77,11388.69,1,5,High,0,4.7
NM-10519,2023-03-19,3,Mar,Q1,Lagos,Instagram Shop,Electronics,35-44,Male,Student,Mobile,Card,Next Day,177309.9,1,177309.9,5,8865.5,168444.4,1,5,High,0,3.0
NM-10520,2023-06-28,6,Jun,Q2,Abuja,Konga,Home & Living,35-44,Male,Business Owner,Mobile,Card,Standard (5-7 Days),60686.8,2,121373.6,0,0.0,121373.6,6,3,Medium,0,4.2
NM-10521,2023-04-01,4,Apr,Q2,Oyo,Jumia,Fashion,25-34,Male,Business Owner,Mobile,USSD,2-3 Days,22518.91,1,22518.91,0,0.0,22518.91,2,5,High,0,3.8
NM-10522,2023-08-15,8,Aug,Q3,Rivers,Amazon Nigeria,Automobile Parts,35-44,Male,Student,Mobile,Transfer,2-3 Days,89638.26,1,89638.26,0,0.0,89638.26,2,4,High,0,4.8
NM-10523,2023-07-14,7,Jul,Q3,Enugu,Jumia,Fashion,55+,Male,Retiree,Mobile,Wallet,Same Day,6790.61,2,13581.22,20,2716.24,10864.98,1,4,High,0,4.4
NM-10524,2023-01-11,1,Jan,Q1,Oyo,Shoprite Online,Sports & Fitness,55+,Male,Business Owner,Mobile,USSD,Next Day,61389.26,1,61389.26,10,6138.93,55250.33,2,3,Low,0,4.4
NM-10525,2023-09-16,9,Sep,Q3,Lagos,Jumia,Fashion,45-54,Male,Retiree,Mobile,Cash on Delivery,2-3 Days,33328.74,2,66657.48,5,3332.87,63324.61,2,4,Medium,0,3.9
NM-10526,2023-07-12,7,Jul,Q3,Enugu,Shoprite Online,Health & Beauty,55+,Female,Retiree,Mobile,USSD,2-3 Days,11965.26,1,11965.26,25,2991.32,8973.94,3,5,Medium,0,4.0
NM-10527,2023-09-02,9,Sep,Q3,Anambra,Instagram Shop,Fashion,35-44,Male,Retiree,Mobile,Cash on Delivery,Standard (5-7 Days),26652.44,2,53304.88,5,2665.24,50639.64,7,2,Low,0,4.2
NM-10528,2023-03-19,3,Mar,Q1,Delta,Jiji,Home & Living,25-34,Male,Student,Desktop,Transfer,Standard (5-7 Days),9198.62,2,18397.24,10,1839.72,16557.52,7,2,Low,1,3.5
NM-10529,2023-09-24,9,Sep,Q3,Delta,PayPorte,Fashion,18-24,Male,Student,Mobile,Transfer,Standard (5-7 Days),34422.25,1,34422.25,5,1721.11,32701.14,6,3,High,0,3.3
NM-10530,2023-07-10,7,Jul,Q3,Enugu,Konga,Electronics,25-34,Female,Young Professional,Mobile,USSD,2-3 Days,203876.48,1,203876.48,0,0.0,203876.48,3,4,Medium,0,4.8
NM-10531,2023-01-03,1,Jan,Q1,Kano,Jumia,Books & Education,25-34,Female,Homemaker,Mobile,Transfer,Next Day,5709.85,1,5709.85,10,570.99,5138.86,2,2,Low,0,4.3
NM-10532,2023-11-25,11,Nov,Q4,Rivers,Jumia,Automobile Parts,55+,Female,Homemaker,Desktop,Wallet,Standard (5-7 Days),134598.57,1,134598.57,0,0.0,134598.57,5,2,Medium,1,4.5
NM-10533,2023-03-17,3,Mar,Q1,Borno,Jiji,Books & Education,18-24,Female,Young Professional,Mobile,Card,Next Day,3435.0,1,3435.0,0,0.0,3435.0,1,5,High,0,4.0
NM-10534,2023-09-29,9,Sep,Q3,Abuja,Jumia,Automobile Parts,25-34,Female,Retiree,Desktop,Cash on Delivery,2-3 Days,23014.33,2,46028.66,0,0.0,46028.66,3,2,Low,0,4.7
NM-10535,2023-04-08,4,Apr,Q2,Kaduna,Jumia,Sports & Fitness,25-34,Female,Student,Desktop,Cash on Delivery,Standard (5-7 Days),33066.76,1,33066.76,15,4960.01,28106.75,6,3,Low,0,4.7
NM-10536,2023-12-27,12,Dec,Q4,Oyo,Jiji,Electronics,25-34,Female,Student,Mobile,Wallet,Standard (5-7 Days),99767.71,2,199535.42,25,49883.86,149651.56,7,3,Medium,0,4.7
NM-10537,2023-08-03,8,Aug,Q3,Enugu,Shoprite Online,Electronics,45-54,Male,Retiree,Mobile,USSD,Next Day,294411.58,1,294411.58,5,14720.58,279691.0,1,5,High,0,4.5
NM-10538,2023-07-26,7,Jul,Q3,Kaduna,Amazon Nigeria,Sports & Fitness,25-34,Female,Business Owner,Desktop,Card,2-3 Days,35644.78,2,71289.56,0,0.0,71289.56,2,3,Low,0,4.2
NM-10539,2023-12-23,12,Dec,Q4,Enugu,Konga,Electronics,25-34,Female,Business Owner,Mobile,USSD,Same Day,43841.9,4,175367.6,0,0.0,175367.6,1,3,Medium,0,3.7
NM-10540,2023-04-08,4,Apr,Q2,Lagos,Jumia,Sports & Fitness,45-54,Female,Student,Mobile,Cash on Delivery,2-3 Days,60803.04,2,121606.08,5,6080.3,115525.78,3,3,High,0,3.9
NM-10541,2023-06-28,6,Jun,Q2,Rivers,Jumia,Health & Beauty,25-34,Female,Homemaker,Mobile,USSD,Same Day,27602.04,1,27602.04,15,4140.31,23461.73,1,5,Medium,0,4.6
NM-10542,2023-03-01,3,Mar,Q1,Oyo,Jumia,Health & Beauty,25-34,Male,Retiree,Mobile,Transfer,2-3 Days,19303.47,2,38606.94,5,1930.35,36676.59,3,4,High,0,4.0
NM-10543,2023-08-28,8,Aug,Q3,Lagos,Jumia,Books & Education,45-54,Male,Homemaker,Mobile,USSD,Next Day,8881.5,2,17763.0,5,888.15,16874.85,2,4,Medium,0,4.4
NM-10544,2023-01-15,1,Jan,Q1,Oyo,Jumia,Home & Living,55+,Male,Student,Mobile,Wallet,2-3 Days,23862.99,1,23862.99,5,1193.15,22669.84,2,4,Medium,0,3.7
NM-10545,2023-02-11,2,Feb,Q1,Kaduna,Konga,Food & Grocery,45-54,Male,Business Owner,Mobile,Cash on Delivery,Next Day,6245.65,3,18736.95,5,936.85,17800.1,1,5,Medium,0,4.2
NM-10546,2023-03-10,3,Mar,Q1,Anambra,PayPorte,Books & Education,25-34,Male,Young Professional,Desktop,Cash on Delivery,Same Day,6898.43,1,6898.43,0,0.0,6898.43,1,3,Medium,0,4.2
NM-10547,2023-02-09,2,Feb,Q1,Rivers,Amazon Nigeria,Food & Grocery,35-44,Female,Business Owner,Mobile,Card,Same Day,16848.28,1,16848.28,0,0.0,16848.28,1,3,Medium,0,3.3
NM-10548,2023-02-24,2,Feb,Q1,Oyo,Konga,Books & Education,18-24,Female,Homemaker,Mobile,Transfer,Next Day,7776.46,1,7776.46,10,777.65,6998.81,1,4,High,0,4.3
NM-10549,2023-12-31,12,Dec,Q4,Anambra,Konga,Electronics,25-34,Female,Homemaker,Mobile,USSD,Standard (5-7 Days),127246.28,1,127246.28,5,6362.31,120883.97,7,4,Medium,0,4.4
NM-10550,2023-07-07,7,Jul,Q3,Oyo,Jumia,Books & Education,18-24,Female,Student,Mobile,Cash on Delivery,Same Day,2175.99,2,4351.98,5,217.6,4134.38,1,4,High,0,3.5
NM-10551,2023-02-18,2,Feb,Q1,Kaduna,Jumia,Electronics,25-34,Male,Business Owner,Mobile,Wallet,Standard (5-7 Days),57228.3,1,57228.3,5,2861.41,54366.89,6,3,Medium,0,4.5
NM-10552,2023-02-21,2,Feb,Q1,Enugu,Jiji,Electronics,35-44,Female,Student,Mobile,Transfer,Next Day,142940.85,5,714704.25,0,0.0,714704.25,2,1,Low,1,4.7
NM-10553,2023-10-21,10,Oct,Q4,Anambra,WhatsApp Commerce,Home & Living,35-44,Male,Young Professional,Mobile,Wallet,Next Day,59385.62,2,118771.24,5,5938.56,112832.68,1,5,High,0,3.5
NM-10554,2023-12-30,12,Dec,Q4,Anambra,Jumia,Automobile Parts,18-24,Male,Young Professional,Mobile,Card,2-3 Days,70324.9,1,70324.9,0,0.0,70324.9,3,4,High,0,3.9
NM-10555,2023-10-20,10,Oct,Q4,Delta,Jumia,Books & Education,25-34,Male,Homemaker,Mobile,Card,Standard (5-7 Days),14564.27,2,29128.54,10,2912.85,26215.69,5,3,Medium,0,4.1
NM-10556,2023-05-26,5,May,Q2,Delta,Jumia,Food & Grocery,55+,Male,Business Owner,Mobile,Wallet,Standard (5-7 Days),14798.11,1,14798.11,0,0.0,14798.11,7,4,High,0,3.9
NM-10557,2023-07-05,7,Jul,Q3,Kano,Shoprite Online,Automobile Parts,45-54,Male,Homemaker,Mobile,Wallet,Standard (5-7 Days),129012.93,2,258025.86,10,25802.59,232223.27,5,4,High,0,3.9
NM-10558,2023-10-25,10,Oct,Q4,Kano,Konga,Electronics,35-44,Male,Retiree,Desktop,Wallet,Next Day,233789.92,5,1168949.6,5,58447.48,1110502.12,1,5,Medium,0,3.5
NM-10559,2023-03-24,3,Mar,Q1,Borno,Jumia,Books & Education,35-44,Female,Retiree,Tablet,Transfer,Standard (5-7 Days),7679.88,2,15359.76,0,0.0,15359.76,6,1,Low,0,4.1
NM-10560,2023-05-06,5,May,Q2,Rivers,Shoprite Online,Books & Education,45-54,Female,Young Professional,Mobile,Wallet,2-3 Days,7739.87,4,30959.48,0,0.0,30959.48,3,5,Medium,0,3.5
NM-10561,2023-01-21,1,Jan,Q1,Enugu,Jumia,Electronics,45-54,Female,Young Professional,Mobile,Cash on Delivery,2-3 Days,136730.04,2,273460.08,10,27346.01,246114.07,3,2,Medium,1,4.0
NM-10562,2023-12-30,12,Dec,Q4,Kaduna,Jumia,Home & Living,35-44,Male,Student,Mobile,Cash on Delivery,2-3 Days,61531.35,1,61531.35,0,0.0,61531.35,3,5,High,0,3.7
NM-10563,2023-11-21,11,Nov,Q4,Oyo,Jumia,Sports & Fitness,55+,Male,Homemaker,Mobile,Wallet,2-3 Days,27160.34,2,54320.68,10,5432.07,48888.61,2,4,Medium,0,4.3
NM-10564,2023-06-26,6,Jun,Q2,Kano,Jiji,Health & Beauty,25-34,Female,Homemaker,Desktop,USSD,Standard (5-7 Days),23425.17,2,46850.34,10,4685.03,42165.31,6,3,High,0,4.0
NM-10565,2023-03-03,3,Mar,Q1,Anambra,Jumia,Fashion,18-24,Female,Homemaker,Mobile,USSD,Next Day,30299.86,1,30299.86,5,1514.99,28784.87,1,4,High,0,3.6
NM-10566,2023-04-04,4,Apr,Q2,Enugu,WhatsApp Commerce,Fashion,25-34,Female,Young Professional,Mobile,Transfer,Next Day,31967.36,2,63934.72,0,0.0,63934.72,2,5,Medium,0,4.5
NM-10567,2023-09-02,9,Sep,Q3,Abuja,Instagram Shop,Food & Grocery,25-34,Female,Student,Mobile,Wallet,Next Day,12678.24,1,12678.24,15,1901.74,10776.5,2,4,High,0,4.2
NM-10568,2023-11-22,11,Nov,Q4,Borno,Konga,Electronics,35-44,Male,Homemaker,Mobile,Wallet,Standard (5-7 Days),220828.45,1,220828.45,0,0.0,220828.45,6,3,Medium,0,4.3
NM-10569,2023-04-04,4,Apr,Q2,Oyo,Amazon Nigeria,Home & Living,35-44,Male,Homemaker,Mobile,USSD,2-3 Days,61071.75,1,61071.75,25,15267.94,45803.81,3,3,High,0,3.2
NM-10570,2023-09-29,9,Sep,Q3,Delta,Konga,Food & Grocery,25-34,Male,Student,Desktop,Card,Next Day,12853.14,2,25706.28,20,5141.26,20565.02,1,4,High,0,3.7
NM-10571,2023-07-09,7,Jul,Q3,Enugu,WhatsApp Commerce,Automobile Parts,55+,Female,Retiree,Mobile,USSD,Standard (5-7 Days),35837.41,1,35837.41,5,1791.87,34045.54,6,3,Medium,0,4.5
NM-10572,2023-12-27,12,Dec,Q4,Anambra,Jumia,Automobile Parts,35-44,Male,Young Professional,Mobile,USSD,Standard (5-7 Days),46824.91,2,93649.82,0,0.0,93649.82,6,3,Medium,0,4.5
NM-10573,2023-10-31,10,Oct,Q4,Borno,Jiji,Health & Beauty,35-44,Female,Young Professional,Mobile,Transfer,2-3 Days,17770.83,5,88854.15,0,0.0,88854.15,3,3,High,0,3.2
NM-10574,2023-06-16,6,Jun,Q2,Kaduna,Jumia,Sports & Fitness,18-24,Female,Young Professional,Desktop,Cash on Delivery,Standard (5-7 Days),78265.59,2,156531.18,15,23479.68,133051.5,7,2,Low,1,4.2
NM-10575,2023-04-20,4,Apr,Q2,Oyo,PayPorte,Food & Grocery,45-54,Male,Homemaker,Desktop,Transfer,2-3 Days,6235.22,1,6235.22,5,311.76,5923.46,2,5,High,1,3.3
NM-10576,2023-01-17,1,Jan,Q1,Anambra,Konga,Books & Education,18-24,Male,Homemaker,Desktop,Transfer,2-3 Days,14457.14,3,43371.42,5,2168.57,41202.85,3,3,Low,0,4.2
NM-10577,2023-08-09,8,Aug,Q3,Abuja,Jiji,Fashion,35-44,Female,Homemaker,Desktop,Wallet,Next Day,37345.74,1,37345.74,20,7469.15,29876.59,1,4,High,0,4.5
NM-10578,2023-08-07,8,Aug,Q3,Anambra,Amazon Nigeria,Automobile Parts,18-24,Male,Retiree,Mobile,Wallet,Standard (5-7 Days),36895.02,3,110685.06,10,11068.51,99616.55,7,3,High,0,3.7
NM-10579,2023-01-21,1,Jan,Q1,Borno,Jumia,Food & Grocery,25-34,Female,Business Owner,Mobile,Card,Same Day,19927.65,1,19927.65,25,4981.91,14945.74,1,5,Medium,1,4.7
NM-10580,2023-04-17,4,Apr,Q2,Kaduna,Jumia,Books & Education,25-34,Female,Student,Desktop,Transfer,Same Day,6635.62,1,6635.62,5,331.78,6303.84,1,5,Medium,1,3.7
NM-10581,2023-09-17,9,Sep,Q3,Rivers,Jumia,Books & Education,18-24,Female,Retiree,Mobile,Wallet,Standard (5-7 Days),6358.09,1,6358.09,0,0.0,6358.09,5,3,Medium,1,4.0
NM-10582,2023-05-21,5,May,Q2,Oyo,Amazon Nigeria,Automobile Parts,45-54,Male,Student,Mobile,USSD,Standard (5-7 Days),148088.79,3,444266.37,0,0.0,444266.37,7,1,Low,0,4.2
NM-10583,2023-03-19,3,Mar,Q1,Rivers,Amazon Nigeria,Health & Beauty,18-24,Female,Retiree,Mobile,USSD,Standard (5-7 Days),26613.92,3,79841.76,0,0.0,79841.76,5,3,Medium,0,4.8
NM-10584,2023-07-28,7,Jul,Q3,Oyo,Jiji,Electronics,35-44,Male,Homemaker,Mobile,Transfer,Same Day,30577.32,1,30577.32,10,3057.73,27519.59,1,2,Low,0,4.0
NM-10585,2023-05-12,5,May,Q2,Anambra,Amazon Nigeria,Books & Education,25-34,Female,Retiree,Desktop,Card,2-3 Days,3230.68,2,6461.36,5,323.07,6138.29,3,4,Medium,0,3.3
NM-10586,2023-12-04,12,Dec,Q4,Kano,Jumia,Fashion,25-34,Male,Retiree,Mobile,Transfer,Same Day,15646.54,2,31293.08,5,1564.65,29728.43,1,5,High,1,4.7
NM-10587,2023-10-20,10,Oct,Q4,Anambra,Jiji,Home & Living,18-24,Male,Homemaker,Mobile,Card,Next Day,60289.28,3,180867.84,0,0.0,180867.84,2,4,High,0,4.3
NM-10588,2023-06-25,6,Jun,Q2,Enugu,Instagram Shop,Sports & Fitness,35-44,Female,Business Owner,Mobile,Card,Standard (5-7 Days),62008.47,1,62008.47,15,9301.27,52707.2,7,1,Low,0,3.6
NM-10589,2023-09-19,9,Sep,Q3,Kaduna,Jumia,Automobile Parts,25-34,Female,Young Professional,Tablet,Wallet,Next Day,45416.57,3,136249.71,0,0.0,136249.71,1,5,High,0,3.6
NM-10590,2023-11-13,11,Nov,Q4,Enugu,Konga,Home & Living,35-44,Female,Retiree,Mobile,Wallet,Same Day,31019.61,4,124078.44,15,18611.77,105466.67,1,2,Low,0,4.1
NM-10591,2023-11-01,11,Nov,Q4,Kaduna,Jumia,Health & Beauty,25-34,Female,Business Owner,Mobile,Transfer,2-3 Days,33676.46,1,33676.46,5,1683.82,31992.64,3,5,High,0,4.3
NM-10592,2023-10-27,10,Oct,Q4,Anambra,Jiji,Home & Living,45-54,Male,Retiree,Mobile,USSD,Next Day,113599.23,1,113599.23,5,5679.96,107919.27,2,4,High,0,4.2
NM-10593,2023-06-24,6,Jun,Q2,Rivers,PayPorte,Health & Beauty,18-24,Female,Student,Mobile,Transfer,Standard (5-7 Days),30945.15,4,123780.6,0,0.0,123780.6,7,3,High,0,4.4
NM-10594,2023-09-11,9,Sep,Q3,Delta,Shoprite Online,Home & Living,25-34,Female,Homemaker,Mobile,Wallet,2-3 Days,101221.55,4,404886.2,5,20244.31,384641.89,3,4,High,0,4.3
NM-10595,2023-08-11,8,Aug,Q3,Oyo,WhatsApp Commerce,Fashion,35-44,Male,Homemaker,Mobile,Transfer,Next Day,30956.4,1,30956.4,15,4643.46,26312.94,2,4,High,0,4.2
NM-10596,2023-01-21,1,Jan,Q1,Abuja,Jiji,Fashion,45-54,Female,Young Professional,Mobile,Card,Standard (5-7 Days),17586.79,2,35173.58,20,7034.72,28138.86,7,3,Medium,1,3.4
NM-10597,2023-05-10,5,May,Q2,Kano,Jumia,Sports & Fitness,35-44,Female,Retiree,Mobile,Transfer,Same Day,31252.76,2,62505.52,5,3125.28,59380.24,1,5,High,0,3.7
NM-10598,2023-11-12,11,Nov,Q4,Enugu,Shoprite Online,Sports & Fitness,45-54,Male,Homemaker,Desktop,Cash on Delivery,Standard (5-7 Days),44905.84,3,134717.52,25,33679.38,101038.14,5,4,High,0,4.3
NM-10599,2023-06-15,6,Jun,Q2,Anambra,Jumia,Books & Education,35-44,Female,Young Professional,Mobile,USSD,2-3 Days,1715.02,1,1715.02,5,85.75,1629.27,2,4,Medium,0,4.4
NM-10600,2023-05-31,5,May,Q2,Oyo,Jumia,Sports & Fitness,18-24,Female,Business Owner,Mobile,Wallet,Standard (5-7 Days),50619.92,5,253099.6,5,12654.98,240444.62,5,2,Medium,0,3.8
NM-10601,2023-08-13,8,Aug,Q3,Rivers,Konga,Home & Living,45-54,Female,Young Professional,Mobile,Card,Same Day,52670.47,2,105340.94,10,10534.09,94806.85,1,5,High,1,4.4
NM-10602,2023-12-21,12,Dec,Q4,Kaduna,Shoprite Online,Health & Beauty,25-34,Male,Retiree,Mobile,Cash on Delivery,2-3 Days,6871.02,3,20613.06,30,6183.92,14429.14,2,5,High,0,3.6
NM-10603,2023-08-24,8,Aug,Q3,Borno,Jumia,Sports & Fitness,25-34,Female,Retiree,Desktop,Wallet,Standard (5-7 Days),51029.25,1,51029.25,5,2551.46,48477.79,7,3,High,1,4.4
NM-10604,2023-03-10,3,Mar,Q1,Abuja,PayPorte,Fashion,25-34,Female,Retiree,Mobile,USSD,Standard (5-7 Days),44420.68,1,44420.68,5,2221.03,42199.65,5,3,High,1,3.3
NM-10605,2023-02-06,2,Feb,Q1,Enugu,WhatsApp Commerce,Sports & Fitness,35-44,Female,Homemaker,Tablet,Transfer,2-3 Days,50652.63,1,50652.63,15,7597.89,43054.74,2,5,High,0,4.9
NM-10606,2023-06-25,6,Jun,Q2,Abuja,Konga,Fashion,25-34,Male,Homemaker,Mobile,Cash on Delivery,Standard (5-7 Days),10685.56,1,10685.56,0,0.0,10685.56,6,1,Low,1,4.1
NM-10607,2023-01-01,1,Jan,Q1,Abuja,Jiji,Electronics,35-44,Male,Student,Mobile,Wallet,Same Day,337805.92,1,337805.92,0,0.0,337805.92,1,5,High,0,3.3
NM-10608,2023-12-28,12,Dec,Q4,Borno,Konga,Home & Living,35-44,Female,Business Owner,Mobile,USSD,2-3 Days,102286.9,2,204573.8,10,20457.38,184116.42,2,1,Medium,1,3.9
NM-10609,2023-08-21,8,Aug,Q3,Kaduna,PayPorte,Food & Grocery,55+,Female,Business Owner,Mobile,Transfer,Next Day,23357.95,1,23357.95,5,1167.9,22190.05,2,4,High,0,4.6
NM-10610,2023-12-02,12,Dec,Q4,Rivers,Shoprite Online,Electronics,45-54,Male,Student,Mobile,USSD,Same Day,122385.28,1,122385.28,10,12238.53,110146.75,1,4,Medium,1,3.9
NM-10611,2023-05-28,5,May,Q2,Anambra,Konga,Books & Education,35-44,Male,Business Owner,Mobile,Transfer,Standard (5-7 Days),11906.38,2,23812.76,10,2381.28,21431.48,5,2,Medium,1,4.2
NM-10612,2023-08-11,8,Aug,Q3,Lagos,WhatsApp Commerce,Automobile Parts,45-54,Female,Retiree,Mobile,Card,Same Day,149799.7,1,149799.7,0,0.0,149799.7,1,3,High,1,4.4
NM-10613,2023-12-19,12,Dec,Q4,Abuja,PayPorte,Books & Education,18-24,Male,Young Professional,Mobile,Card,Same Day,3070.47,1,3070.47,20,614.09,2456.38,1,5,High,0,3.3
NM-10614,2023-05-20,5,May,Q2,Rivers,Jiji,Health & Beauty,55+,Female,Young Professional,Mobile,Cash on Delivery,Next Day,15799.11,1,15799.11,15,2369.87,13429.24,2,5,High,0,3.8
NM-10615,2023-04-04,4,Apr,Q2,Delta,Jumia,Home & Living,45-54,Female,Student,Mobile,Transfer,Next Day,66748.07,1,66748.07,15,10012.21,56735.86,2,3,High,0,4.0
NM-10616,2023-01-20,1,Jan,Q1,Rivers,Instagram Shop,Books & Education,25-34,Male,Homemaker,Mobile,Card,Standard (5-7 Days),12746.78,1,12746.78,15,1912.02,10834.76,6,3,Medium,0,4.2
NM-10617,2023-05-09,5,May,Q2,Lagos,PayPorte,Home & Living,55+,Male,Student,Desktop,Card,Same Day,111011.57,1,111011.57,0,0.0,111011.57,1,4,Medium,0,3.4
NM-10618,2023-06-12,6,Jun,Q2,Delta,Jumia,Books & Education,35-44,Male,Business Owner,Desktop,Transfer,2-3 Days,2265.63,2,4531.26,5,226.56,4304.7,2,5,Medium,0,4.0
NM-10619,2023-11-29,11,Nov,Q4,Borno,Jumia,Automobile Parts,35-44,Male,Retiree,Mobile,Wallet,Same Day,166207.69,1,166207.69,10,16620.77,149586.92,1,5,High,0,3.9
NM-10620,2023-03-31,3,Mar,Q1,Delta,Konga,Food & Grocery,18-24,Female,Homemaker,Mobile,Cash on Delivery,Next Day,24149.91,1,24149.91,0,0.0,24149.91,1,2,Low,1,3.8
NM-10621,2023-07-18,7,Jul,Q3,Anambra,Jumia,Sports & Fitness,25-34,Male,Student,Tablet,Card,Standard (5-7 Days),39227.3,1,39227.3,10,3922.73,35304.57,5,2,Low,1,4.7
NM-10622,2023-11-30,11,Nov,Q4,Enugu,Amazon Nigeria,Automobile Parts,18-24,Male,Retiree,Mobile,USSD,Standard (5-7 Days),94845.4,3,284536.2,25,71134.05,213402.15,5,2,Low,0,3.4
NM-10623,2023-03-21,3,Mar,Q1,Delta,Jumia,Home & Living,55+,Female,Homemaker,Mobile,Cash on Delivery,2-3 Days,78742.39,2,157484.78,15,23622.72,133862.06,3,4,Medium,1,4.7
NM-10624,2023-01-28,1,Jan,Q1,Borno,Jiji,Electronics,18-24,Female,Homemaker,Desktop,Transfer,Same Day,126055.39,1,126055.39,25,31513.85,94541.54,1,4,High,0,4.8
NM-10625,2023-03-23,3,Mar,Q1,Borno,Instagram Shop,Books & Education,25-34,Female,Student,Mobile,Cash on Delivery,2-3 Days,13661.03,1,13661.03,5,683.05,12977.98,2,4,High,0,4.8
NM-10626,2023-09-02,9,Sep,Q3,Abuja,PayPorte,Food & Grocery,45-54,Male,Homemaker,Mobile,Cash on Delivery,Next Day,5920.53,1,5920.53,10,592.05,5328.48,2,4,Medium,0,4.3
NM-10627,2023-02-26,2,Feb,Q1,Kaduna,Amazon Nigeria,Fashion,35-44,Female,Homemaker,Mobile,USSD,2-3 Days,44701.67,2,89403.34,10,8940.33,80463.01,3,5,High,1,4.0
NM-10628,2023-01-13,1,Jan,Q1,Borno,Amazon Nigeria,Automobile Parts,25-34,Female,Young Professional,Mobile,Card,Next Day,102004.94,3,306014.82,0,0.0,306014.82,1,5,Medium,0,4.5
NM-10629,2023-07-14,7,Jul,Q3,Delta,PayPorte,Sports & Fitness,35-44,Male,Young Professional,Mobile,Wallet,Same Day,19172.82,1,19172.82,5,958.64,18214.18,1,5,High,0,4.4
NM-10630,2023-12-10,12,Dec,Q4,Kano,Instagram Shop,Health & Beauty,18-24,Male,Student,Mobile,Wallet,2-3 Days,5255.85,2,10511.7,5,525.59,9986.11,2,5,Medium,0,3.3
NM-10631,2023-08-24,8,Aug,Q3,Rivers,Shoprite Online,Fashion,18-24,Female,Student,Desktop,Transfer,Same Day,29502.12,1,29502.12,10,2950.21,26551.91,1,3,High,1,3.4
NM-10632,2023-09-01,9,Sep,Q3,Abuja,Jumia,Home & Living,25-34,Female,Homemaker,Mobile,Card,Standard (5-7 Days),99018.36,2,198036.72,5,9901.84,188134.88,6,3,High,0,4.2
NM-10633,2023-02-08,2,Feb,Q1,Abuja,Jumia,Home & Living,35-44,Female,Young Professional,Mobile,USSD,Next Day,26642.83,3,79928.49,15,11989.27,67939.22,1,5,High,0,4.1
NM-10634,2023-01-31,1,Jan,Q1,Kaduna,Shoprite Online,Electronics,18-24,Female,Retiree,Mobile,USSD,Same Day,222648.21,3,667944.63,0,0.0,667944.63,1,5,High,1,4.4
NM-10635,2023-07-09,7,Jul,Q3,Borno,PayPorte,Fashion,25-34,Female,Student,Mobile,Wallet,Standard (5-7 Days),23987.19,2,47974.38,5,2398.72,45575.66,7,2,Low,0,4.6
NM-10636,2023-06-12,6,Jun,Q2,Anambra,Konga,Books & Education,55+,Female,Homemaker,Mobile,Cash on Delivery,Standard (5-7 Days),6649.67,3,19949.01,0,0.0,19949.01,6,4,Medium,0,3.6
NM-10637,2023-10-09,10,Oct,Q4,Anambra,Konga,Health & Beauty,18-24,Female,Young Professional,Mobile,USSD,Standard (5-7 Days),11524.26,1,11524.26,10,1152.43,10371.83,6,4,High,0,3.6
NM-10638,2023-06-07,6,Jun,Q2,Kaduna,PayPorte,Health & Beauty,25-34,Male,Retiree,Mobile,Card,Next Day,23024.03,1,23024.03,5,1151.2,21872.83,2,2,Medium,1,3.7
NM-10639,2023-06-10,6,Jun,Q2,Delta,Jumia,Books & Education,35-44,Female,Retiree,Mobile,USSD,2-3 Days,10057.26,3,30171.78,5,1508.59,28663.19,3,5,High,1,4.2
NM-10640,2023-07-16,7,Jul,Q3,Rivers,PayPorte,Home & Living,25-34,Female,Young Professional,Mobile,Card,Same Day,91272.12,2,182544.24,0,0.0,182544.24,1,5,High,0,3.8
NM-10641,2023-06-17,6,Jun,Q2,Rivers,Shoprite Online,Health & Beauty,25-34,Female,Retiree,Mobile,Card,Standard (5-7 Days),14075.49,2,28150.98,10,2815.1,25335.88,6,4,High,0,4.3
NM-10642,2023-12-25,12,Dec,Q4,Borno,Jiji,Health & Beauty,25-34,Male,Retiree,Desktop,Transfer,2-3 Days,29104.06,1,29104.06,0,0.0,29104.06,3,1,Low,1,5.0
NM-10643,2023-04-12,4,Apr,Q2,Delta,Jiji,Food & Grocery,55+,Male,Student,Mobile,Wallet,Same Day,18244.82,1,18244.82,0,0.0,18244.82,1,3,High,0,3.7
NM-10644,2023-01-18,1,Jan,Q1,Kaduna,Amazon Nigeria,Automobile Parts,25-34,Male,Retiree,Mobile,Wallet,2-3 Days,131575.23,1,131575.23,15,19736.28,111838.95,2,4,Medium,0,3.3
NM-10645,2023-02-05,2,Feb,Q1,Enugu,Jumia,Home & Living,18-24,Male,Retiree,Desktop,Transfer,2-3 Days,61632.41,1,61632.41,10,6163.24,55469.17,2,5,High,0,3.8
NM-10646,2023-04-30,4,Apr,Q2,Rivers,Jumia,Electronics,18-24,Male,Young Professional,Mobile,Transfer,Standard (5-7 Days),333238.62,4,1332954.48,0,0.0,1332954.48,6,4,Medium,0,4.4
